record_id,blocker,blocker_class
P2V26-0029,modulator_concentration_m,missing_or_policy_blocker
P2V26-0029,precursor_concentration_m,missing_or_policy_blocker
P2V26-0029,pore_radius_nm,missing_or_policy_blocker
P2V26-0029,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0029,contact_angle_deg,missing_or_policy_blocker
P2V26-0029,framework_stability_z,missing_or_policy_blocker
P2V26-0030,modulator_concentration_m,missing_or_policy_blocker
P2V26-0030,precursor_concentration_m,missing_or_policy_blocker
P2V26-0030,pore_radius_nm,missing_or_policy_blocker
P2V26-0030,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0030,contact_angle_deg,missing_or_policy_blocker
P2V26-0030,framework_stability_z,missing_or_policy_blocker
P2V26-0031,modulator_concentration_m,missing_or_policy_blocker
P2V26-0031,precursor_concentration_m,missing_or_policy_blocker
P2V26-0031,pore_radius_nm,missing_or_policy_blocker
P2V26-0031,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0031,contact_angle_deg,missing_or_policy_blocker
P2V26-0031,framework_stability_z,missing_or_policy_blocker
P2V26-0032,modulator_concentration_m,missing_or_policy_blocker
P2V26-0032,precursor_concentration_m,missing_or_policy_blocker
P2V26-0032,pore_radius_nm,missing_or_policy_blocker
P2V26-0032,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0032,contact_angle_deg,missing_or_policy_blocker
P2V26-0032,framework_stability_z,missing_or_policy_blocker
P2V26-0033,modulator_concentration_m,missing_or_policy_blocker
P2V26-0033,precursor_concentration_m,missing_or_policy_blocker
P2V26-0033,pore_radius_nm,missing_or_policy_blocker
P2V26-0033,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0033,contact_angle_deg,missing_or_policy_blocker
P2V26-0033,framework_stability_z,missing_or_policy_blocker
P2V26-0034,modulator_concentration_m,missing_or_policy_blocker
P2V26-0034,precursor_concentration_m,missing_or_policy_blocker
P2V26-0034,pore_radius_nm,missing_or_policy_blocker
P2V26-0034,surface_tension_mN_m,missing_or_policy_blocker
P2V26-0034,contact_angle_deg,missing_or_policy_blocker
P2V26-0034,framework_stability_z,missing_or_policy_blocker
P2V27-0035,modulator_concentration_m,missing_or_policy_blocker
P2V27-0035,pore_radius_nm,missing_or_policy_blocker
P2V27-0035,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0035,contact_angle_deg,missing_or_policy_blocker
P2V27-0035,framework_stability_z,missing_or_policy_blocker
P2V27-0036,modulator_concentration_m,missing_or_policy_blocker
P2V27-0036,pore_radius_nm,missing_or_policy_blocker
P2V27-0036,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0036,contact_angle_deg,missing_or_policy_blocker
P2V27-0036,framework_stability_z,missing_or_policy_blocker
P2V27-0037,modulator_concentration_m,missing_or_policy_blocker
P2V27-0037,pore_radius_nm,missing_or_policy_blocker
P2V27-0037,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0037,contact_angle_deg,missing_or_policy_blocker
P2V27-0037,framework_stability_z,missing_or_policy_blocker
P2V27-0038,modulator_concentration_m,missing_or_policy_blocker
P2V27-0038,pore_radius_nm,missing_or_policy_blocker
P2V27-0038,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0038,contact_angle_deg,missing_or_policy_blocker
P2V27-0038,framework_stability_z,missing_or_policy_blocker
P2V27-0039,modulator_concentration_m,missing_or_policy_blocker
P2V27-0039,pore_radius_nm,missing_or_policy_blocker
P2V27-0039,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0039,contact_angle_deg,missing_or_policy_blocker
P2V27-0039,framework_stability_z,missing_or_policy_blocker
P2V27-0040,modulator_concentration_m,missing_or_policy_blocker
P2V27-0040,precursor_concentration_m,missing_or_policy_blocker
P2V27-0040,pore_radius_nm,missing_or_policy_blocker
P2V27-0040,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0040,contact_angle_deg,missing_or_policy_blocker
P2V27-0040,framework_stability_z,missing_or_policy_blocker
P2V27-0041,modulator_concentration_m,missing_or_policy_blocker
P2V27-0041,precursor_concentration_m,missing_or_policy_blocker
P2V27-0041,pore_radius_nm,missing_or_policy_blocker
P2V27-0041,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0041,contact_angle_deg,missing_or_policy_blocker
P2V27-0041,framework_stability_z,missing_or_policy_blocker
P2V27-0042,modulator_concentration_m,missing_or_policy_blocker
P2V27-0042,precursor_concentration_m,missing_or_policy_blocker
P2V27-0042,pore_radius_nm,missing_or_policy_blocker
P2V27-0042,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0042,contact_angle_deg,missing_or_policy_blocker
P2V27-0042,framework_stability_z,missing_or_policy_blocker
P2V27-0043,modulator_concentration_m,missing_or_policy_blocker
P2V27-0043,precursor_concentration_m,missing_or_policy_blocker
P2V27-0043,pore_radius_nm,missing_or_policy_blocker
P2V27-0043,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0043,contact_angle_deg,missing_or_policy_blocker
P2V27-0043,framework_stability_z,missing_or_policy_blocker
P2V27-0044,modulator_concentration_m,missing_or_policy_blocker
P2V27-0044,precursor_concentration_m,missing_or_policy_blocker
P2V27-0044,pore_radius_nm,missing_or_policy_blocker
P2V27-0044,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0044,contact_angle_deg,missing_or_policy_blocker
P2V27-0044,framework_stability_z,missing_or_policy_blocker
P2V27-0045,modulator_concentration_m,missing_or_policy_blocker
P2V27-0045,precursor_concentration_m,missing_or_policy_blocker
P2V27-0045,pore_radius_nm,missing_or_policy_blocker
P2V27-0045,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0045,contact_angle_deg,missing_or_policy_blocker
P2V27-0045,framework_stability_z,missing_or_policy_blocker
P2V27-0046,modulator_concentration_m,missing_or_policy_blocker
P2V27-0046,precursor_concentration_m,missing_or_policy_blocker
P2V27-0046,pore_radius_nm,missing_or_policy_blocker
P2V27-0046,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0046,contact_angle_deg,missing_or_policy_blocker
P2V27-0046,framework_stability_z,missing_or_policy_blocker
P2V27-0047,modulator_concentration_m,missing_or_policy_blocker
P2V27-0047,precursor_concentration_m,missing_or_policy_blocker
P2V27-0047,pore_radius_nm,missing_or_policy_blocker
P2V27-0047,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0047,contact_angle_deg,missing_or_policy_blocker
P2V27-0047,framework_stability_z,missing_or_policy_blocker
P2V27-0048,modulator_concentration_m,missing_or_policy_blocker
P2V27-0048,precursor_concentration_m,missing_or_policy_blocker
P2V27-0048,pore_radius_nm,missing_or_policy_blocker
P2V27-0048,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0048,contact_angle_deg,missing_or_policy_blocker
P2V27-0048,framework_stability_z,missing_or_policy_blocker
P2V27-0049,modulator_concentration_m,missing_or_policy_blocker
P2V27-0049,precursor_concentration_m,missing_or_policy_blocker
P2V27-0049,pore_radius_nm,missing_or_policy_blocker
P2V27-0049,surface_tension_mN_m,missing_or_policy_blocker
P2V27-0049,contact_angle_deg,missing_or_policy_blocker
P2V27-0049,framework_stability_z,missing_or_policy_blocker
